Iteration,MuTheta,Lambda2,Sig2Gamma,MuGamma,beta,Sig2Theta,CovThetaGamma,R2,rmse,intercept
19801,-0.3068,0.0427,0.0152,-0.2379,1.03,0.05877199,0.015627726,0.273894062,0.206578534,-0.061737563
19901,-0.2663,0.0534,0.0247,-0.1923,1.3055,0.095505733,0.032247572,0.440816047,0.23109581,-0.01521194
20001,-0.3142,0.0225,0.022,-0.2616,1.0396,0.046364534,0.022922855,0.514007413,0.15010936,-0.042197743
20101,-0.289,0.0146,0.0295,-0.2665,0.9146,0.039287369,0.026998558,0.628546118,0.120803335,-0.045254988
20201,-0.2426,0.0093,0.0186,-0.2737,0.1554,0.009746541,0.002896345,0.04617176,0.096418492,-0.200068041
20301,-0.2351,0.0277,0.0152,-0.258,1.3299,0.054555636,0.020189473,0.492164198,0.166449108,0.10795099
20401,-0.2605,0.00911,0.0307,-0.2292,0.6402,0.021689217,0.019655315,0.580173044,0.095423886,-0.11378589
20501,-0.3567,0.0252,0.0188,-0.2632,0.9144,0.040966365,0.017205559,0.384031967,0.158852043,-0.116042794
20601,-0.2664,0.0112,0.0155,-0.2853,1.2252,0.034376476,0.0189547,0.675565534,0.105607356,0.08306474
20701,-0.3733,0.0242,0.0173,-0.2169,0.9949,0.041327005,0.017208239,0.414285969,0.155582154,-0.157577328
20801,-0.2827,0.0126,0.0193,-0.2396,1.0731,0.034857314,0.02075362,0.638933726,0.112186455,-0.02562393
20901,-0.3161,0.019,0.0279,-0.2155,0.3647,0.022725999,0.010190298,0.163536785,0.137874807,-0.237452784
21001,-0.2946,0.0218,0.0341,-0.1823,0.5263,0.031197984,0.017929432,0.302442322,0.147520823,-0.198701245
21101,-0.2751,0.00518,0.0183,-0.2138,0.8546,0.018510059,0.015598621,0.720167285,0.071970273,-0.092367976
21201,-0.3364,0.0333,0.0349,-0.2366,1.1092,0.07621547,0.038674758,0.562850364,0.182530997,-0.07395136
21301,-0.3266,0.0269,0.0121,-0.2797,1.6877,0.06145863,0.020453771,0.561671384,0.164131277,0.14535548
21401,-0.3153,0.0169,0.0207,-0.2407,0.6219,0.024888795,0.012898766,0.322293517,0.12987416,-0.165613737
21501,-0.1623,0.018,0.0137,-0.2517,0.2125,0.018585187,0.002905422,0.033224351,0.134043672,-0.108805724
21601,-0.3368,0.0257,0.0279,-0.2581,1.3895,0.079671819,0.038810314,0.676882225,0.160447439,0.021783947
21701,-0.4395,0.0525,0.0315,-0.3037,1.0478,0.087146648,0.033045375,0.397332229,0.229173463,-0.121231479
21801,-0.4007,0.047,0.0133,-0.2974,0.6211,0.052088604,0.008234124,0.098187337,0.216735236,-0.215982356
21901,-0.4008,0.0509,0.0158,-0.2834,1.1016,0.070081829,0.01739818,0.27346797,0.225647277,-0.088633866
22001,-0.3189,0.015,0.0091,-0.2436,0.7287,0.01980398,0.006632052,0.244031886,0.122356763,-0.141450627
22101,-0.258,0.0624,0.0158,-0.2014,0.643,0.06891779,0.01014385,0.09464831,0.249789587,-0.128500507
22201,-0.1977,0.0347,0.0273,-0.1952,1.0519,0.064850713,0.028680965,0.465211163,0.186229529,0.007581366
22301,-0.2628,0.0252,0.0267,-0.2058,1.0574,0.055013129,0.028207758,0.542153567,0.158705907,-0.045247975
22401,-0.422,0.037,0.0214,-0.282,0.976,0.057301547,0.020852537,0.355163411,0.192224177,-0.146755321
22501,-0.3312,0.0277,0.025,-0.2217,1.3302,0.071923989,0.033214446,0.614280373,0.166560782,-0.036332824
22601,-0.3312,0.0169,0.0142,-0.2761,0.8191,0.026428577,0.011621582,0.360172535,0.130037415,-0.10508169
22701,-0.2826,0.0585,0.02,-0.2268,1.3856,0.096923501,0.027724959,0.396339975,0.241886013,0.031679131
22801,-0.3742,0.0249,0.0248,-0.3046,0.9533,0.047486455,0.023671043,0.475209703,0.157862062,-0.083870195
22901,-0.3557,0.0233,0.0249,-0.2701,0.9918,0.04772041,0.02467059,0.512730349,0.152488385,-0.087882406
23001,-0.2926,0.0195,0.0159,-0.2729,0.7559,0.028586787,0.012037397,0.318289974,0.139599067,-0.086309631
23101,-0.2546,0.0557,0.0222,-0.1946,0.9267,0.074769734,0.020561985,0.254834748,0.236041962,-0.074273616
23201,-0.2146,0.0242,0.0202,-0.2449,0.1171,0.024458917,0.002361288,0.011305466,0.155506905,-0.185883455
23301,-0.2511,0.0589,0.0361,-0.2774,1.1341,0.105294515,0.040903583,0.440566145,0.242704174,0.063557839
23401,-0.2833,0.0751,0.0291,-0.209,0.9962,0.104040236,0.029017233,0.277853889,0.27410263,-0.074992008
23501,-0.3436,0.0117,0.0246,-0.2573,0.9771,0.035169947,0.02405779,0.6683884,0.10799427,-0.092160878
23601,-0.2966,0.00886,0.0271,-0.2752,1.0869,0.040900864,0.029478037,0.783371168,0.094129201,0.002462314
23701,-0.4415,0.032,0.0441,-0.318,1.6432,0.15116654,0.072542023,0.788549944,0.178785272,0.08099639
23801,-0.3112,0.00868,0.0163,-0.2718,1.1451,0.030052171,0.018666426,0.711280936,0.093148455,4.37271E-05
23901,-0.3073,0.0298,0.0137,-0.2765,0.0413,0.029816156,0.000563826,0.000780255,0.172606177,-0.295884037
24001,-0.2441,0.0313,0.047,-0.2476,1.092,0.08731752,0.051335267,0.641988317,0.176806935,0.026242464
24101,-0.2539,0.0154,0.0255,-0.2714,0.7826,0.03106804,0.019979282,0.503303632,0.124223116,-0.041415393
24201,-0.2235,0.0197,0.0236,-0.2348,0.725,0.03213395,0.01709719,0.385728942,0.140495393,-0.053308397
24301,-0.2205,0.0259,0.0221,-0.2085,0.4805,0.030970317,0.010597549,0.16440302,0.160868589,-0.120378788
24401,-0.2732,0.035,0.0227,-0.2843,0.7381,0.047419516,0.016760177,0.260891703,0.187211531,-0.063367209
24501,-0.3418,0.0141,0.026,-0.2551,1.1866,0.050743382,0.030879356,0.722088399,0.118752577,-0.03909866
24601,-0.3389,0.01,0.0555,-0.2517,1.2976,0.103409103,0.071976255,0.903171173,0.10006489,-0.012262317
24701,-0.3856,0.023,0.0186,-0.2357,0.7858,0.034486147,0.014650786,0.333824005,0.151571247,-0.200427557
24801,-0.3938,0.0736,0.0284,-0.222,0.7653,0.090181514,0.021700328,0.18415219,0.271245996,-0.223906116
24901,-0.2532,0.0114,0.00778,-0.2412,1.4861,0.028545117,0.011555393,0.601580775,0.106643909,0.105270712
25001,-0.3316,0.00356,0.0184,-0.2964,1.0482,0.023759027,0.019265914,0.849965584,0.059704872,-0.020871415
25101,-0.2359,0.00341,0.0368,-0.2711,1.1751,0.054285602,0.04329361,0.937187769,0.058393491,0.082609444
25201,-0.2417,0.00127,0.0129,-0.2632,1.3214,0.023758883,0.017016681,0.946436372,0.035673687,0.106101289
25301,-0.2627,0.00154,0.0345,-0.1944,1.0498,0.039561476,0.036213633,0.960959238,0.039300257,-0.058559086
25401,-0.1994,0.00254,0.0186,-0.236,1.3178,0.034798855,0.024480836,0.927042113,0.050387011,0.111663573
25501,-0.2157,0.0051,0.0123,-0.2423,0.8468,0.013936823,0.010430692,0.633754763,0.07144435,-0.010604726
25601,-0.3135,0.017,0.0193,-0.2457,1.3004,0.049668663,0.025119725,0.657667607,0.130396289,0.006073768
25701,-0.3867,0.0467,0.0299,-0.2763,1.6999,0.133148243,0.050825447,0.648894273,0.216215427,0.083051553
25801,-0.2615,0.1008,0.0178,-0.297,1.0225,0.119402685,0.01819863,0.155846706,0.317480975,0.0421089
25901,-0.265,0.0283,0.0333,-0.2073,0.6286,0.041466944,0.020948725,0.31753811,0.168224876,-0.134666173
26001,-0.3328,0.0338,0.0183,-0.2516,0.57,0.039714999,0.010417885,0.149515631,0.183785161,-0.189321189
26101,-0.3005,0.0288,0.0223,-0.2064,1.1862,0.060199983,0.02646379,0.521441369,0.169732794,-0.055696629
26201,-0.2563,0.0201,0.0175,-0.2558,0.5204,0.024836355,0.009116631,0.191023876,0.141746317,-0.123196001
26301,-0.3271,0.0268,0.0257,-0.2571,0.9816,0.051567332,0.025183624,0.479402135,0.163847011,-0.074757494
26401,-0.2907,0.0316,0.0194,-0.2191,1.3742,0.068327003,0.026708885,0.537159653,0.177832769,0.010368536
26501,-0.2801,0.0288,0.0284,-0.2162,0.7764,0.045946487,0.022058622,0.37274673,0.16976479,-0.112227584
26601,-0.29,0.0224,0.0172,-0.2551,0.6998,0.030846116,0.012054861,0.273491313,0.149699604,-0.11142538
26701,-0.3929,0.0309,0.0154,-0.2442,0.9151,0.04374612,0.014072458,0.294380534,0.175693237,-0.169376562
26801,-0.3816,0.0431,0.0209,-0.2717,0.4703,0.047749334,0.009837129,0.096885567,0.207661052,-0.253833461
26901,-0.2871,0.0422,0.0239,-0.2419,0.6118,0.0511358,0.014612448,0.174817675,0.205417522,-0.139128738
27001,-0.2529,0.00523,0.033,-0.2448,0.6106,0.017547646,0.020173459,0.701929393,0.072321764,-0.103481889
27101,-0.3287,0.0349,0.0136,-0.231,0.9313,0.046649363,0.012659575,0.252723702,0.18670823,-0.113655404
27201,-0.3442,0.0403,0.033,-0.3242,0.7908,0.060953438,0.026133074,0.339035905,0.200718794,-0.0878718
27301,-0.3261,0.0332,0.0208,-0.2566,0.6874,0.043046832,0.014303759,0.228413254,0.182248086,-0.149673279
27401,-0.3878,0.0818,0.021,-0.2596,1.208,0.112490201,0.025370402,0.272453926,0.286080066,-0.074227807
27501,-0.2669,0.0487,0.0153,-0.2462,0.2534,0.049670432,0.003882954,0.019806099,0.220650526,-0.20451384
27601,-0.3571,0.0331,0.0143,-0.248,1.3988,0.061171734,0.020065739,0.458854347,0.181941799,-0.010240899
27701,-0.3574,0.0941,0.0141,-0.2634,0.7201,0.101413845,0.010145315,0.072034599,0.306771152,-0.16774882
27801,-0.3168,0.0535,0.0233,-0.2377,0.2441,0.054882618,0.005698012,0.025343381,0.231282743,-0.258743863
27901,-0.3584,0.0782,0.0267,-0.2913,0.4518,0.083659141,0.012086003,0.065275406,0.279639512,-0.226738022
28001,-0.3749,0.0145,0.0126,-0.2315,0.9638,0.026189791,0.012096633,0.445164827,0.120544669,-0.151795214
28101,-0.292,0.00726,0.0209,-0.3022,0.5067,0.012626231,0.010591078,0.425018636,0.085204738,-0.138851331
28201,-0.3027,0.00615,0.0116,-0.2178,0.3873,0.007889724,0.00448954,0.220393692,0.078427537,-0.218298018
28301,-0.2397,0.0195,0.0403,-0.2227,0.8587,0.049199151,0.034626242,0.604316408,0.139525255,-0.048491075
28401,-0.3929,0.0371,0.0195,-0.2896,1.1054,0.060909175,0.02157906,0.391620708,0.19249904,-0.072794389
28501,-0.2635,0.0323,0.0129,-0.2587,1.104,0.04809817,0.01427527,0.327675588,0.17982651,0.022106699
28601,-0.2725,0.0254,0.0211,-0.217,1.1709,0.05443067,0.024762969,0.532687457,0.159487099,-0.018364046
28701,-0.3374,0.0317,0.0325,-0.2413,0.5716,0.042348371,0.018551668,0.250405068,0.178168809,-0.19948384
28801,-0.2502,0.00762,0.0197,-0.2405,1.1894,0.035511265,0.023452288,0.785516468,0.087273028,0.035849904
28901,-0.2829,0.00932,0.0175,-0.2478,0.2672,0.010572583,0.004687012,0.118440108,0.096542036,-0.216659933
29001,-0.2722,0.0115,0.0246,-0.2719,0.4469,0.016386762,0.011001964,0.30002909,0.107099284,-0.150672104
29101,-0.3397,0.0183,0.0292,-0.2482,0.8833,0.041104288,0.025820875,0.554885146,0.135263185,-0.120442542
29201,-0.2926,0.00552,0.0271,-0.2626,0.4939,0.012118042,0.013367366,0.544793194,0.074271226,-0.162913635
29301,-0.2961,0.0302,0.0103,-0.2379,0.5992,0.033849541,0.006172032,0.109252475,0.17364157,-0.153568965
29401,-0.3023,0.00696,0.028,-0.276,0.8636,0.027845552,0.024179044,0.749880554,0.083454863,-0.063910287
29501,-0.3011,0.0541,0.00928,-0.2969,1.7391,0.082162331,0.016131711,0.341457459,0.232609952,0.21528076
29601,-0.3199,0.0109,0.0131,-0.2633,1.6768,0.047884047,0.022029859,0.77143277,0.104617035,0.121651839
29701,-0.259,0.0359,0.0166,-0.2042,0.5696,0.041245847,0.009445197,0.13043352,0.189383225,-0.142730533
29801,-0.2316,0.0919,0.0287,-0.3133,1.0718,0.124848721,0.030773416,0.26417493,0.303095395,0.104152604
29901,-0.3342,0.0211,0.0145,-0.2527,1.0212,0.036250782,0.01481958,0.417460973,0.1453186,-0.076175196
30001,-0.2923,0.0363,0.0173,-0.2311,1.5559,0.078142815,0.026921104,0.536038055,0.190408226,0.067260967
30101,-0.3062,0.0235,0.0274,-0.2797,0.1413,0.024087374,0.003869694,0.022692645,0.15343001,-0.26671814
30201,-0.2794,0.0201,0.015,-0.2543,0.6496,0.026410941,0.009731561,0.239373603,0.141735172,-0.114244455
30301,-0.3331,0.0324,0.0292,-0.2475,0.8228,0.052189726,0.023996346,0.378315545,0.18012646,-0.129422936
30401,-0.3394,0.0211,0.0263,-0.2616,0.7546,0.036095889,0.019868283,0.415367742,0.1452681,-0.141987167
30501,-0.3443,0.00792,0.0148,-0.303,1.1016,0.02585203,0.016274257,0.693496745,0.089015342,-0.010506692
30601,-0.3612,0.0276,0.0171,-0.2912,1.3549,0.059018665,0.023194807,0.532500997,0.166105891,0.033409508
30701,-0.2704,0.0107,0.0173,-0.2788,1.0135,0.028525351,0.017553794,0.623662994,0.103610546,0.012106483
30801,-0.2889,0.00827,0.0213,-0.2239,0.8647,0.024206857,0.018433405,0.658426953,0.090930797,-0.095292208
30901,-0.2265,0.00811,0.03,-0.2192,0.5176,0.016138178,0.015508903,0.497442968,0.090057509,-0.113071416
31001,-0.2338,0.0194,0.0257,-0.2497,1.5926,0.084547741,0.040892413,0.770254334,0.139371722,0.16384888
31101,-0.3145,0.0321,0.0296,-0.2765,0.2031,0.033282548,0.006019944,0.036736398,0.179052694,-0.258383115
31201,-0.3934,0.0168,0.018,-0.3103,1.2095,0.043174259,0.021809377,0.610955829,0.129602059,-0.018102925
31301,-0.2169,0.0837,0.0268,-0.2372,1.0429,0.112868341,0.027988276,0.258619068,0.289272252,0.030465602
31401,-0.2143,0.0198,0.0244,-0.2591,0.5907,0.028274826,0.014427294,0.3014152,0.140543101,-0.061207607
31501,-0.3175,0.0253,0.0129,-0.2461,1.3825,0.049988212,0.017893255,0.494874021,0.15890357,0.022779962
31601,-0.3421,0.0425,0.0142,-0.2287,0.4525,0.045399559,0.006412828,0.063922402,0.206149242,-0.238570994
31701,-0.2601,0.0266,0.0257,-0.2406,1.1663,0.061562963,0.029986626,0.568098709,0.163061717,0.020536223
31801,-0.2821,0.0288,0.0325,-0.1867,0.4745,0.036090965,0.015442017,0.203032697,0.169597521,-0.193507311
31901,-0.3023,0.0455,0.0161,-0.2647,0.8709,0.057682549,0.014045055,0.212060368,0.213190915,-0.071791697
32001,-0.238,0.00968,0.0254,-0.2119,0.8166,0.026584555,0.020703864,0.635970039,0.098374664,-0.064933664
32101,-0.2386,0.0112,0.0431,-0.2274,1.0284,0.05675619,0.044319183,0.803035305,0.105730628,-0.00476356
32201,-0.3963,0.0603,0.0165,-0.2754,1.9996,0.126237248,0.032979898,0.522398991,0.245542332,0.154417497
32301,-0.2533,0.0251,0.0302,-0.1924,0.7862,0.043726118,0.02373055,0.426688868,0.158330888,-0.102093509
32401,-0.257,0.0116,0.0239,-0.1997,0.5275,0.018232354,0.012582428,0.364054481,0.107679079,-0.151607664
32501,-0.263,0.00664,0.0246,-0.2207,0.9871,0.030585537,0.024255345,0.782807452,0.081504298,-0.045105903
32601,-0.3058,0.00722,0.00875,-0.2632,1.4134,0.024692638,0.012364386,0.707713496,0.08495484,0.06613014
32701,-0.3115,0.0131,0.0145,-0.2582,0.8974,0.024806203,0.013054441,0.472251005,0.11441787,-0.079834558
32801,-0.3809,0.0165,0.0242,-0.2675,0.6245,0.025908999,0.015111589,0.364265447,0.128340352,-0.21386445
32901,-0.3813,0.0352,0.0235,-0.2608,1.2363,0.071146284,0.029041564,0.504660883,0.187727295,-0.058897215
33001,-0.3144,0.0261,0.021,-0.2552,1.1851,0.055507628,0.024843193,0.530404537,0.161450086,-0.011979512
33101,-0.2481,0.0132,0.0233,-0.2183,0.8282,0.029240661,0.019307866,0.546883177,0.115106191,-0.067243974
33201,-0.3557,0.0388,0.0121,-0.2262,0.8705,0.047974887,0.010547819,0.191383307,0.196960134,-0.158831255
33301,-0.2196,0.0265,0.0177,-0.2442,1.2789,0.055324436,0.022575473,0.521873009,0.162641034,0.092679428
